category,scientific_name,conservation_status,common_names,park_name,observations
Vascular Plant,Hedysarum occidentale,Least Concern,Western Sweetvetch,Great Smoky Mountains,69
Vascular Plant,Hedysarum alpinum var. americanum,Least Concern,American Alpine Sweetvetch,Yellowstone,239
Vascular Plant,Hedysarum alpinum var. americanum,Least Concern,American Alpine Sweetvetch,Bryce,78
Vascular Plant,Hedysarum alpinum var. americanum,Least Concern,American Alpine Sweetvetch,Yosemite,122
Vascular Plant,Hedysarum alpinum var. americanum,Least Concern,American Alpine Sweetvetch,Great Smoky Mountains,25
Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,Least Concern,"Bent-Flower Milk-Vetch, Bentflower Milkvetch",Yosemite,157
Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,Least Concern,"Bent-Flower Milk-Vetch, Bentflower Milkvetch",Bryce,95
Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,Least Concern,"Bent-Flower Milk-Vetch, Bentflower Milkvetch",Yellowstone,218
Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,Least Concern,"Bent-Flower Milk-Vetch, Bentflower Milkvetch",Great Smoky Mountains,53
Vascular Plant,Astragalus purshii var. purshii,Least Concern,"Woollypod Milkvetch, Pursh's Milk-Vetch, Pursh's Milkvetch",Yosemite,156
Vascular Plant,Astragalus purshii var. purshii,Least Concern,"Woollypod Milkvetch, Pursh's Milk-Vetch, Pursh's Milkvetch",Great Smoky Mountains,95
Vascular Plant,Astragalus purshii var. purshii,Least Concern,"Woollypod Milkvetch, Pursh's Milk-Vetch, Pursh's Milkvetch",Yellowstone,235
Vascular Plant,Astragalus purshii var. purshii,Least Concern,"Woollypod Milkvetch, Pursh's Milk-Vetch, Pursh's Milkvetch",Bryce,115
Vascular Plant,Astragalus missouriensis,Least Concern,"Missouri Milkvetch, Missouri Milk-Vetch",Great Smoky Mountains,82
Vascular Plant,Astragalus missouriensis,Least Concern,"Missouri Milkvetch, Missouri Milk-Vetch",Bryce,95
Vascular Plant,Astragalus missouriensis,Least Concern,"Missouri Milkvetch, Missouri Milk-Vetch",Yosemite,130
Vascular Plant,Astragalus missouriensis,Least Concern,"Missouri Milkvetch, Missouri Milk-Vetch",Yellowstone,257
Vascular Plant,Astragalus miser var. praeteritus,Least Concern,Yellowstone Milkvetch,Bryce,109
Vascular Plant,Astragalus miser var. praeteritus,Least Concern,Yellowstone Milkvetch,Great Smoky Mountains,78
Vascular Plant,Astragalus miser var. praeteritus,Least Concern,Yellowstone Milkvetch,Yosemite,166
Vascular Plant,Astragalus miser var. praeteritus,Least Concern,Yellowstone Milkvetch,Yellowstone,270
Vascular Plant,Astragalus miser var. hylophilus,Least Concern,Woody Milkvetch,Great Smoky Mountains,76
Vascular Plant,Astragalus miser var. hylophilus,Least Concern,Woody Milkvetch,Bryce,82
Vascular Plant,Astragalus miser var. hylophilus,Least Concern,Woody Milkvetch,Yosemite,169
Vascular Plant,Astragalus miser var. hylophilus,Least Concern,Woody Milkvetch,Yellowstone,252
Vascular Plant,Astragalus lotiflorus,Least Concern,"Milkvetch, Low Milkvetch, Lotus Milk-Vetch, Lotus Milkvetch",Great Smoky Mountains,83
Vascular Plant,Astragalus lotiflorus,Least Concern,"Milkvetch, Low Milkvetch, Lotus Milk-Vetch, Lotus Milkvetch",Bryce,56
Vascular Plant,Astragalus lotiflorus,Least Concern,"Milkvetch, Low Milkvetch, Lotus Milk-Vetch, Lotus Milkvetch",Yellowstone,269
Vascular Plant,Astragalus lotiflorus,Least Concern,"Milkvetch, Low Milkvetch, Lotus Milk-Vetch, Lotus Milkvetch",Yosemite,133
Vascular Plant,Astragalus laxmannii var. robustior,Least Concern,Prairie Milkvetch,Great Smoky Mountains,63
Vascular Plant,Astragalus laxmannii var. robustior,Least Concern,Prairie Milkvetch,Yosemite,140
Vascular Plant,Astragalus laxmannii var. robustior,Least Concern,Prairie Milkvetch,Bryce,124
Vascular Plant,Astragalus laxmannii var. robustior,Least Concern,Prairie Milkvetch,Yellowstone,261
Vascular Plant,Astragalus kentrophyta var. tegetarius,Least Concern,Mat Milkvetch,Yellowstone,259
Vascular Plant,Astragalus kentrophyta var. tegetarius,Least Concern,Mat Milkvetch,Bryce,72
Vascular Plant,Astragalus kentrophyta var. tegetarius,Least Concern,Mat Milkvetch,Yosemite,148
Vascular Plant,Astragalus kentrophyta var. tegetarius,Least Concern,Mat Milkvetch,Great Smoky Mountains,57
Vascular Plant,Astragalus inflexus,Least Concern,Bent Milkvetch,Yosemite,132
Vascular Plant,Astragalus inflexus,Least Concern,Bent Milkvetch,Yellowstone,253
Vascular Plant,Astragalus inflexus,Least Concern,Bent Milkvetch,Bryce,116
Vascular Plant,Astragalus inflexus,Least Concern,Bent Milkvetch,Great Smoky Mountains,83
Vascular Plant,Astragalus gilviflorus var. gilviflorus,Least Concern,Plains Milkvetch,Yosemite,130
Vascular Plant,Astragalus gilviflorus var. gilviflorus,Least Concern,Plains Milkvetch,Great Smoky Mountains,42
Vascular Plant,Astragalus gilviflorus var. gilviflorus,Least Concern,Plains Milkvetch,Yellowstone,279
Vascular Plant,Astragalus gilviflorus var. gilviflorus,Least Concern,Plains Milkvetch,Bryce,103
Vascular Plant,Dracocephalum thymiflorum,Least Concern,"Thyme-Leaf Dragonhead, Thymeleaf Dragonhead",Great Smoky Mountains,49
Vascular Plant,Dracocephalum thymiflorum,Least Concern,"Thyme-Leaf Dragonhead, Thymeleaf Dragonhead",Bryce,117
Vascular Plant,Dracocephalum thymiflorum,Least Concern,"Thyme-Leaf Dragonhead, Thymeleaf Dragonhead",Yellowstone,297
Vascular Plant,Dracocephalum thymiflorum,Least Concern,"Thyme-Leaf Dragonhead, Thymeleaf Dragonhead",Yosemite,110
Vascular Plant,Galeopsis ladanum,Least Concern,Red Hempnettle,Bryce,122
Vascular Plant,Galeopsis ladanum,Least Concern,Red Hempnettle,Great Smoky Mountains,85
Vascular Plant,Galeopsis ladanum,Least Concern,Red Hempnettle,Yosemite,137
Vascular Plant,Galeopsis ladanum,Least Concern,Red Hempnettle,Yellowstone,269
Vascular Plant,Veronica biloba,Least Concern,"Twolobe Speedwell, Twolobed Speedwell, Bilobed Speedwell",Yosemite,127
Vascular Plant,Veronica biloba,Least Concern,"Twolobe Speedwell, Twolobed Speedwell, Bilobed Speedwell",Bryce,126
Vascular Plant,Veronica biloba,Least Concern,"Twolobe Speedwell, Twolobed Speedwell, Bilobed Speedwell",Yellowstone,252
Vascular Plant,Veronica biloba,Least Concern,"Twolobe Speedwell, Twolobed Speedwell, Bilobed Speedwell",Great Smoky Mountains,73
Vascular Plant,Veronica americana,Least Concern,"Brooklime, American Speedwell",Bryce,77
Vascular Plant,Veronica americana,Least Concern,"Brooklime, American Speedwell",Yellowstone,237
Vascular Plant,Veronica americana,Least Concern,"Brooklime, American Speedwell",Great Smoky Mountains,33
Vascular Plant,Veronica americana,Least Concern,"Brooklime, American Speedwell",Yosemite,146
Vascular Plant,Plantago tweedyi,Least Concern,Tweedy's Plantain,Great Smoky Mountains,81
Vascular Plant,Plantago tweedyi,Least Concern,Tweedy's Plantain,Bryce,89
Vascular Plant,Plantago tweedyi,Least Concern,Tweedy's Plantain,Yellowstone,245
Vascular Plant,Plantago tweedyi,Least Concern,Tweedy's Plantain,Yosemite,103
Vascular Plant,Plantago eriopoda,Least Concern,"Saline Plantain, Redwood Plantain, Red-Woolly Plantain, Alkali Plantain, Redwool Plantain",Great Smoky Mountains,43
Vascular Plant,Plantago eriopoda,Least Concern,"Saline Plantain, Redwood Plantain, Red-Woolly Plantain, Alkali Plantain, Redwool Plantain",Yellowstone,254
Vascular Plant,Plantago eriopoda,Least Concern,"Saline Plantain, Redwood Plantain, Red-Woolly Plantain, Alkali Plantain, Redwool Plantain",Yosemite,148
Vascular Plant,Plantago eriopoda,Least Concern,"Saline Plantain, Redwood Plantain, Red-Woolly Plantain, Alkali Plantain, Redwool Plantain",Bryce,102
Vascular Plant,Plantago elongata,Least Concern,"Longleaf Plantain, Slender Plantain, Prairie Plantain",Yellowstone,225
Vascular Plant,Plantago elongata,Least Concern,"Longleaf Plantain, Slender Plantain, Prairie Plantain",Great Smoky Mountains,104
Vascular Plant,Plantago elongata,Least Concern,"Longleaf Plantain, Slender Plantain, Prairie Plantain",Bryce,106
Vascular Plant,Plantago elongata,Least Concern,"Longleaf Plantain, Slender Plantain, Prairie Plantain",Yosemite,151
Vascular Plant,Veronica scutellata,Least Concern,"Skullcap Speedwell, Marsh Speedwell, Grass-Leaf Speedwell, Grassleaf Speedwell",Great Smoky Mountains,86
Vascular Plant,Veronica scutellata,Least Concern,"Skullcap Speedwell, Marsh Speedwell, Grass-Leaf Speedwell, Grassleaf Speedwell",Yellowstone,270
Vascular Plant,Veronica scutellata,Least Concern,"Skullcap Speedwell, Marsh Speedwell, Grass-Leaf Speedwell, Grassleaf Speedwell",Yosemite,159
Vascular Plant,Veronica scutellata,Least Concern,"Skullcap Speedwell, Marsh Speedwell, Grass-Leaf Speedwell, Grassleaf Speedwell",Bryce,159
Vascular Plant,Penstemon whippleanus,Least Concern,"Dark Beardtongue, Whipple's Penstemon",Great Smoky Mountains,86
Vascular Plant,Penstemon whippleanus,Least Concern,"Dark Beardtongue, Whipple's Penstemon",Yosemite,167
Vascular Plant,Penstemon whippleanus,Least Concern,"Dark Beardtongue, Whipple's Penstemon",Yellowstone,251
Vascular Plant,Penstemon whippleanus,Least Concern,"Dark Beardtongue, Whipple's Penstemon",Bryce,89
Vascular Plant,Penstemon radicosus,Least Concern,Matroot Penstemon,Yellowstone,265
Vascular Plant,Penstemon radicosus,Least Concern,Matroot Penstemon,Great Smoky Mountains,88
Vascular Plant,Penstemon radicosus,Least Concern,Matroot Penstemon,Bryce,96
Vascular Plant,Penstemon radicosus,Least Concern,Matroot Penstemon,Yosemite,134
Vascular Plant,Penstemon procerus,Least Concern,"Littleflower Penstemon, Pincushion Beardtongue",Great Smoky Mountains,67
Vascular Plant,Penstemon procerus,Least Concern,"Littleflower Penstemon, Pincushion Beardtongue",Yellowstone,215
Vascular Plant,Penstemon procerus,Least Concern,"Littleflower Penstemon, Pincushion Beardtongue",Bryce,98
Vascular Plant,Penstemon procerus,Least Concern,"Littleflower Penstemon, Pincushion Beardtongue",Yosemite,121
Vascular Plant,Penstemon montanus var. montanus,Least Concern,Cordroot Beardtongue,Bryce,80
Vascular Plant,Penstemon montanus var. montanus,Least Concern,Cordroot Beardtongue,Yellowstone,216
Vascular Plant,Penstemon montanus var. montanus,Least Concern,Cordroot Beardtongue,Yosemite,132
Vascular Plant,Penstemon montanus var. montanus,Least Concern,Cordroot Beardtongue,Great Smoky Mountains,65
Vascular Plant,Penstemon humilis,Least Concern,"Low Penstemon, Low Beardtongue",Yosemite,181
Vascular Plant,Penstemon humilis,Least Concern,"Low Penstemon, Low Beardtongue",Yellowstone,231
Vascular Plant,Penstemon humilis,Least Concern,"Low Penstemon, Low Beardtongue",Great Smoky Mountains,96
Vascular Plant,Penstemon humilis,Least Concern,"Low Penstemon, Low Beardtongue",Bryce,72
Vascular Plant,Penstemon fruticosus,Least Concern,Bush Penstemon,Bryce,87
Vascular Plant,Penstemon fruticosus,Least Concern,Bush Penstemon,Great Smoky Mountains,126
Vascular Plant,Penstemon fruticosus,Least Concern,Bush Penstemon,Yellowstone,223
Vascular Plant,Penstemon fruticosus,Least Concern,Bush Penstemon,Yosemite,152
Vascular Plant,Penstemon deustus,Least Concern,Scabland Penstemon,Yellowstone,262
Vascular Plant,Penstemon deustus,Least Concern,Scabland Penstemon,Yosemite,152
Vascular Plant,Penstemon deustus,Least Concern,Scabland Penstemon,Great Smoky Mountains,111
Vascular Plant,Penstemon deustus,Least Concern,Scabland Penstemon,Bryce,127
Vascular Plant,Penstemon cyaneus,Least Concern,Blue Penstemon,Bryce,100
Vascular Plant,Penstemon cyaneus,Least Concern,Blue Penstemon,Great Smoky Mountains,62
Vascular Plant,Penstemon cyaneus,Least Concern,Blue Penstemon,Yosemite,150
Vascular Plant,Penstemon cyaneus,Least Concern,Blue Penstemon,Yellowstone,229
Vascular Plant,Penstemon attenuatus var. pseudoprocerus,Least Concern,Small Penstemon,Yosemite,125
Vascular Plant,Penstemon attenuatus var. pseudoprocerus,Least Concern,Small Penstemon,Bryce,84
Vascular Plant,Penstemon attenuatus var. pseudoprocerus,Least Concern,Small Penstemon,Great Smoky Mountains,66
Vascular Plant,Penstemon attenuatus var. pseudoprocerus,Least Concern,Small Penstemon,Yellowstone,287
Vascular Plant,Penstemon rydbergii var. rydbergii,Least Concern,Swollen Penstemon,Yosemite,142
Vascular Plant,Penstemon rydbergii var. rydbergii,Least Concern,Swollen Penstemon,Great Smoky Mountains,77
Vascular Plant,Penstemon rydbergii var. rydbergii,Least Concern,Swollen Penstemon,Yellowstone,246
Vascular Plant,Penstemon rydbergii var. rydbergii,Least Concern,Swollen Penstemon,Bryce,112
Vascular Plant,Veronica verna,Least Concern,Spring Speedwell,Bryce,114
Vascular Plant,Veronica verna,Least Concern,Spring Speedwell,Great Smoky Mountains,103
Vascular Plant,Veronica verna,Least Concern,Spring Speedwell,Yosemite,164
Vascular Plant,Veronica verna,Least Concern,Spring Speedwell,Yellowstone,251
Vascular Plant,Veronica wormskjoldii,Least Concern,American Alpine Speedwell,Great Smoky Mountains,65
Vascular Plant,Veronica wormskjoldii,Least Concern,American Alpine Speedwell,Bryce,112
Vascular Plant,Veronica wormskjoldii,Least Concern,American Alpine Speedwell,Yellowstone,251
Vascular Plant,Veronica wormskjoldii,Least Concern,American Alpine Speedwell,Yosemite,158
Vascular Plant,Scrophularia lanceolata,Least Concern,Lanceleaf Figwort,Yellowstone,258
Vascular Plant,Scrophularia lanceolata,Least Concern,Lanceleaf Figwort,Bryce,96
Vascular Plant,Scrophularia lanceolata,Least Concern,Lanceleaf Figwort,Yosemite,121
Vascular Plant,Scrophularia lanceolata,Least Concern,Lanceleaf Figwort,Great Smoky Mountains,57
Vascular Plant,Euphorbia esula,Least Concern,"Leafy Spurge, Spurge, Wolf's Milk, Wolf's-Milk",Yosemite,155
Vascular Plant,Euphorbia esula,Least Concern,"Leafy Spurge, Spurge, Wolf's Milk, Wolf's-Milk",Great Smoky Mountains,58
Vascular Plant,Euphorbia esula,Least Concern,"Leafy Spurge, Spurge, Wolf's Milk, Wolf's-Milk",Yellowstone,253
Vascular Plant,Euphorbia esula,Least Concern,"Leafy Spurge, Spurge, Wolf's Milk, Wolf's-Milk",Bryce,145
Vascular Plant,Chamaesyce serpyllifolia,Least Concern,"Thymeleaf Sandmat, Thyme-Leaf Sandmat",Great Smoky Mountains,52
Vascular Plant,Chamaesyce serpyllifolia,Least Concern,"Thymeleaf Sandmat, Thyme-Leaf Sandmat",Yellowstone,249
Vascular Plant,Chamaesyce serpyllifolia,Least Concern,"Thymeleaf Sandmat, Thyme-Leaf Sandmat",Bryce,91
Vascular Plant,Chamaesyce serpyllifolia,Least Concern,"Thymeleaf Sandmat, Thyme-Leaf Sandmat",Yosemite,131
Vascular Plant,Chamaesyce maculata,Least Concern,"Spotted Sandmat, Spotted Spurge, Large Spurge",Great Smoky Mountains,111
Vascular Plant,Chamaesyce maculata,Least Concern,"Spotted Sandmat, Spotted Spurge, Large Spurge",Yellowstone,272
Vascular Plant,Chamaesyce maculata,Least Concern,"Spotted Sandmat, Spotted Spurge, Large Spurge",Yosemite,152
Vascular Plant,Chamaesyce maculata,Least Concern,"Spotted Sandmat, Spotted Spurge, Large Spurge",Bryce,82
Vascular Plant,Chamaesyce glyptosperma,Least Concern,"Rib-Seed Sandmat, Ribseed Sandmat, Ridgeseed Spurge",Bryce,105
Vascular Plant,Chamaesyce glyptosperma,Least Concern,"Rib-Seed Sandmat, Ribseed Sandmat, Ridgeseed Spurge",Yellowstone,242
Vascular Plant,Chamaesyce glyptosperma,Least Concern,"Rib-Seed Sandmat, Ribseed Sandmat, Ridgeseed Spurge",Great Smoky Mountains,100
Vascular Plant,Chamaesyce glyptosperma,Least Concern,"Rib-Seed Sandmat, Ribseed Sandmat, Ridgeseed Spurge",Yosemite,124
Vascular Plant,Elatine rubella,Least Concern,Southwestern Waterwort,Bryce,63
Vascular Plant,Elatine rubella,Least Concern,Southwestern Waterwort,Great Smoky Mountains,101
Vascular Plant,Elatine rubella,Least Concern,Southwestern Waterwort,Yosemite,136
Vascular Plant,Elatine rubella,Least Concern,Southwestern Waterwort,Yellowstone,239
Vascular Plant,Lycopodiella inundata,Least Concern,Inundated Clubmoss,Yosemite,126
Vascular Plant,Lycopodiella inundata,Least Concern,Inundated Clubmoss,Bryce,104
Vascular Plant,Lycopodiella inundata,Least Concern,Inundated Clubmoss,Yellowstone,265
Vascular Plant,Lycopodiella inundata,Least Concern,Inundated Clubmoss,Great Smoky Mountains,86
Vascular Plant,Zigadenus venenosus var. gramineus,Least Concern,"Grassy Deathcamas, Deathcamas",Bryce,79
Vascular Plant,Zigadenus venenosus var. gramineus,Least Concern,"Grassy Deathcamas, Deathcamas",Yosemite,168
Vascular Plant,Zigadenus venenosus var. gramineus,Least Concern,"Grassy Deathcamas, Deathcamas",Great Smoky Mountains,104
Vascular Plant,Zigadenus venenosus var. gramineus,Least Concern,"Grassy Deathcamas, Deathcamas",Yellowstone,184
Vascular Plant,Zigadenus elegans,Least Concern,Mountain Deathcamas,Yellowstone,245
Vascular Plant,Zigadenus elegans,Least Concern,Mountain Deathcamas,Bryce,121
Vascular Plant,Zigadenus elegans,Least Concern,Mountain Deathcamas,Great Smoky Mountains,76
Vascular Plant,Zigadenus elegans,Least Concern,Mountain Deathcamas,Yosemite,139
Vascular Plant,Xerophyllum tenax,Least Concern,Common Beargrass,Bryce,103
Vascular Plant,Xerophyllum tenax,Least Concern,Common Beargrass,Yellowstone,244
Vascular Plant,Xerophyllum tenax,Least Concern,Common Beargrass,Great Smoky Mountains,64
Vascular Plant,Xerophyllum tenax,Least Concern,Common Beargrass,Yosemite,178
Vascular Plant,Streptopus amplexifolius,Least Concern,"Claspleaf Twistedstalk, Twisted Stalk, Clasping Twistedstalk",Yellowstone,258
Vascular Plant,Streptopus amplexifolius,Least Concern,"Claspleaf Twistedstalk, Twisted Stalk, Clasping Twistedstalk",Yosemite,164
Vascular Plant,Streptopus amplexifolius,Least Concern,"Claspleaf Twistedstalk, Twisted Stalk, Clasping Twistedstalk",Bryce,95
Vascular Plant,Streptopus amplexifolius,Least Concern,"Claspleaf Twistedstalk, Twisted Stalk, Clasping Twistedstalk",Great Smoky Mountains,73
Vascular Plant,Prosartes trachycarpa,Least Concern,Roughfruit Fairybells,Bryce,96
Vascular Plant,Prosartes trachycarpa,Least Concern,Roughfruit Fairybells,Yosemite,162
Vascular Plant,Prosartes trachycarpa,Least Concern,Roughfruit Fairybells,Yellowstone,245
Vascular Plant,Prosartes trachycarpa,Least Concern,Roughfruit Fairybells,Great Smoky Mountains,51
Vascular Plant,Lloydia serotina,Least Concern,"Alplily, Alpine Lily, Common Alplily",Yellowstone,277
Vascular Plant,Lloydia serotina,Least Concern,"Alplily, Alpine Lily, Common Alplily",Bryce,75
Vascular Plant,Lloydia serotina,Least Concern,"Alplily, Alpine Lily, Common Alplily",Great Smoky Mountains,90
Vascular Plant,Lloydia serotina,Least Concern,"Alplily, Alpine Lily, Common Alplily",Yosemite,171
Vascular Plant,Fritillaria pudica,Least Concern,"Yellow Fritillary, Yellow Missionbells, Yellow Bells, Yellowbells",Yellowstone,249
Vascular Plant,Fritillaria pudica,Least Concern,"Yellow Fritillary, Yellow Missionbells, Yellow Bells, Yellowbells",Great Smoky Mountains,51
Vascular Plant,Fritillaria pudica,Least Concern,"Yellow Fritillary, Yellow Missionbells, Yellow Bells, Yellowbells",Yosemite,165
Vascular Plant,Fritillaria pudica,Least Concern,"Yellow Fritillary, Yellow Missionbells, Yellow Bells, Yellowbells",Bryce,92
Vascular Plant,Fritillaria atropurpurea,Least Concern,"Leopard Lily, Spotted Fritillary, Spotted Missionbells",Yosemite,170
