category,scientific_name,conservation_status,common_names
Vascular Plant,Claytonia megarhiza var. megarhiza,Least Concern,Alpine Springbeauty
Vascular Plant,Claytonia lanceolata,Least Concern,Lanceleaf Springbeauty
Vascular Plant,Cistanthe umbellata,Least Concern,"Umbellate Pussypaws, Mt. Hood Pussypaws"
Vascular Plant,Drosera anglica,Least Concern,English Sundew
Vascular Plant,Vaccaria hispanica,Least Concern,"Field Vaccaria, Cowcockle, Cow Soapwort"
Vascular Plant,Stellaria umbellata,Least Concern,"Umbrella Starwort, Umbellate Chickweed"
Vascular Plant,Lewisia triphylla,Least Concern,"Threeleaf Lewisia, Threeleaf Bitterroot"
Vascular Plant,Eriogonum umbellatum var. majus,Least Concern,Sulphur-Flower Buckwheat
Vascular Plant,Eriogonum umbellatum var. umbellatum,Least Concern,Sulphur-Flower Buckwheat
Vascular Plant,Oxyria digyna,Least Concern,"Mountain Sorrel, Alpine Mountainsorrel"
Vascular Plant,Parnassia kotzebuei,Least Concern,"Kotzebue's Grass Of Parnassus, Kotzebue's Grass-Of-Parnassus"
Vascular Plant,Parnassia fimbriata,Least Concern,"Fringed Grass Of Parnassus, Rocky Mountain Parnassia, Fringed Grass-Of-Parnassus"
Vascular Plant,Tamarix chinensis,Least Concern,"Chinese Tamarisk, China Tamarisk, Chinese Saltcedar, Saltcedar, Five-Stamen Tamarisk, Tamarix, Tamarisk, Fivestamen Tamarisk"
Vascular Plant,Sarcobatus vermiculatus,Least Concern,"Black Greasewood, Greasewood"
Vascular Plant,Rumex venosus,Least Concern,Veiny Dock
Vascular Plant,Rumex paucifolius,Least Concern,"Meadow Dock, Alpine Sheep Sorrel, Fewleaved Dock"
Vascular Plant,Rumex aquaticus var. fenestratus,Least Concern,Western Dock
Vascular Plant,Polygonum viviparum,Least Concern,"Viviparous Bistort, Alpine Bistort, Serpent-Grass"
Vascular Plant,Polygonum minimum,Least Concern,"Broadleaf Knotweed, Zigzag Knotweed, Dwarf Knotweed"
Vascular Plant,Polygonum douglasii var. douglasii,Least Concern,Douglas Knotweed
Vascular Plant,Polygonum bistortoides,Least Concern,American Bistort
Vascular Plant,Polygonum amphibium var. stipulaceum,Least Concern,Water Smartweed
Vascular Plant,Polygonum achoreum,Least Concern,"Leathery Knotweed, Striate Knotweed"
Vascular Plant,Parnassia parviflora,Least Concern,Smallflower Grass Of Parnassus
Vascular Plant,Linum lewisii var. lewisii,Least Concern,"Prairie Flax, Lewis' Flax"
Vascular Plant,Populus balsamifera,Least Concern,Balsam Poplar
Vascular Plant,Koeleria macrantha,Least Concern,"Junegrass, Prairie Junegrass"
Vascular Plant,Hordeum jubatum,Least Concern,Foxtail Barley
Vascular Plant,Hordeum brachyantherum,Least Concern,Meadow Barley
Vascular Plant,Hierochloe odorata,Least Concern,"Vanilla Grass, Sweetgrass"
Vascular Plant,Glyceria grandis,Least Concern,"Manna Grass, American Mannagrass"
Vascular Plant,Leucopoa kingii,Least Concern,"Spike Fescue, Spike-Fescue"
Vascular Plant,Glyceria elata,Least Concern,Tall Mannagrass
Vascular Plant,Festuca subulata,Least Concern,"Nodding Fescue, Bearded Fescue"
Vascular Plant,Festuca saximontana,Least Concern,"Mountain Fescue, Rocky Mountain Fescue"
Vascular Plant,Festuca occidentalis,Least Concern,Western Fescue
Vascular Plant,Festuca idahoensis,Least Concern,Idaho Fescue
Vascular Plant,Festuca brachyphylla,Least Concern,Alpine Fescue
Vascular Plant,Festuca baffinensis,Least Concern,Baffin Fescue
Vascular Plant,Festuca arundinacea,Least Concern,"Tall Fescue, Coarse Fescue, Reed Fescue, Alta Fescue"
Vascular Plant,Elymus trachycaulus var. trachycaulus,Least Concern,"Bearded Wheatgrass, Rye Grass, Slender Wheatgrass, Wheatgrass"
Vascular Plant,Glyceria borealis,Least Concern,"Small Floating Mannagrass, Small Floating Manna Grass, Northern Mannagrass"
Vascular Plant,Elymus scribneri,Least Concern,"Spreading Wheatgrass, Scribner's Wild Rye, Scribner's Wildrye"
Vascular Plant,Melica spectabilis,Least Concern,Purple Oniongrass
Vascular Plant,Poa alpina,Least Concern,Alpine Bluegrass
Vascular Plant,Piptatherum exiguum,Least Concern,Little Ricegrass
Vascular Plant,Phragmites australis,Least Concern,Common Reed
Vascular Plant,Phleum alpinum,Least Concern,Alpine Timothy
Vascular Plant,Melica bulbosa,Least Concern,"Bulbous Oniongrass, Oniongrass"
Vascular Plant,Oryzopsis asperifolia,Least Concern,"White-Grain Mountain-Rice Gras, Roughleaf Ricegrass"
Vascular Plant,Muhlenbergia richardsonis,Least Concern,"Soft-Leaf Muhly, Mat Muhly"
Vascular Plant,Muhlenbergia mexicana,Least Concern,Mexican Muhly
Vascular Plant,Muhlenbergia glomerata,Least Concern,"Bristly Muhly, Marsh Muhly, Spiked Muhly"
Vascular Plant,Muhlenbergia filiformis,Least Concern,Pullup Muhly
Vascular Plant,Muhlenbergia asperifolia,Least Concern,"Scratchgrass, Alkali Muhly"
Vascular Plant,Muhlenbergia andina,Least Concern,Foxtail Muhly
Vascular Plant,Monroa squarrosa,Least Concern,"False Buffalograss, False Buffalo Grass"
Vascular Plant,Melica subulata,Least Concern,Alaska Oniongrass
Vascular Plant,Nassella viridula,Least Concern,Green Needlegrass
Vascular Plant,Elymus glaucus,Least Concern,"Blue Wildrye, Blue Wild Rye"
Vascular Plant,Elymus canadensis var. canadensis,Least Concern,Canada Wildrye
Vascular Plant,Beckmannia syzigachne,Least Concern,"Slough Grass, American Sloughgrass"
Vascular Plant,Avena fatua,Least Concern,"Wheat Oats, Wild Oat, Oatgrass, Wild Oats, Flaxgrass"
Vascular Plant,Arrhenatherum elatius,Least Concern,Tall Oatgrass
Vascular Plant,Aristida purpurea var. longiseta,Least Concern,"Red Threeawn, Fendler's Threeawn, Fendler Threeawn, Red Threeawn (Fendler)"
Vascular Plant,Apera interrupta,Least Concern,"Dense Silky-Bent, Silky Bentgrass, Dense Silkybent"
Vascular Plant,Alopecurus pratensis,Least Concern,"Field Meadow-Foxtail, Meadow Foxtail"
Vascular Plant,Alopecurus borealis,Least Concern,Boreal Alopecurus
Vascular Plant,Bouteloua gracilis,Least Concern,Blue Grama
Vascular Plant,Alopecurus arundinaceus,Least Concern,"Creeping Meadow-Foxtail, Creeping Foxtail, Creeping Meadow Foxtail"
Vascular Plant,Aira caryophyllea,Least Concern,Silver Hairgrass
Vascular Plant,Agrostis thurberiana,Least Concern,Thurber's Bentgrass
Vascular Plant,Agrostis scabra var. scabra,Least Concern,Rough Bentgrass
Vascular Plant,Agrostis rossiae,Least Concern,"Ross' Bentgrass, Mountain Bentgrass"
Vascular Plant,Agrostis oregonensis,Least Concern,"Oregon Redtop, Oregon Bentgrass"
Vascular Plant,Alopecurus aequalis,Least Concern,"Short Foxtail, Short-Awn Meadow-Foxtail, Shortawn Foxtail"
Vascular Plant,Bromus anomalus,Least Concern,"Nodding Brome, Nodding Bromegrass"
Vascular Plant,Bromus carinatus,Least Concern,"Mountain Brome, California Brome"
Vascular Plant,Bromus inermis var. inermis,Least Concern,Smooth Brome
Vascular Plant,Dichanthelium acuminatum,Least Concern,"Tapered Rosette Grass, Hotsprings Rosette Grass, Hotsprings Panicum"
Vascular Plant,Deschampsia elongata,Least Concern,Slender Hairgrass
Vascular Plant,Deschampsia danthonioides,Least Concern,Annual Hairgrass
Vascular Plant,Deschampsia cespitosa,Least Concern,Tufted Hairgrass
Vascular Plant,Danthonia unispicata,Least Concern,"Onespike Danthonia, Onespike Oatgrass"
Vascular Plant,Danthonia intermedia,Least Concern,Timber Oatgrass
Vascular Plant,Danthonia californica,Least Concern,California Oatgrass
Vascular Plant,Catabrosa aquatica,Least Concern,"Water Whorl Grass, Water Whorlgrass, Brookgrass"
Vascular Plant,Calamagrostis stricta,Least Concern,"Slimstem Reedgrass, Slim-Stem Reed Grass, Narrowspike Reedgrass"
Vascular Plant,Calamagrostis rubescens,Least Concern,Pinegrass
Vascular Plant,Calamagrostis purpurascens,Least Concern,Purple Reedgrass
Vascular Plant,Bromus vulgaris,Least Concern,Columbia Brome
Vascular Plant,Bromus inermis var. pumpellianus,Least Concern,Pumpelly's Brome
Vascular Plant,Poa arida,Least Concern,Plains Bluegrass
Vascular Plant,Poa bulbosa,Least Concern,"Bulbous Blue Grass, Bulbous Bluegrass"
Vascular Plant,Poa fendleriana,Least Concern,"Mutton Grass, Muttongrass"
Vascular Plant,Ranunculus acris var. acris,Least Concern,"Meadow Buttercup, Showy Buttercup, Tall Buttercup"
Vascular Plant,Myosurus apetalus var. montanus,Least Concern,"Bristly Mousetail, Tiny Mousetail"
Vascular Plant,Myosurus apetalus var. borealis,Least Concern,Bristly Mousetail
Vascular Plant,Delphinium nuttallianum,Least Concern,"Twolobe Larkspur, Two-Lobe Larkspur, Nuttall's Larkspur, Low Larkspur"
Vascular Plant,Delphinium glaucum,Least Concern,"Sierra Larkspur, Mountain Larkspur, Tower Larkspur"
Vascular Plant,Delphinium bicolor ssp. bicolor,Least Concern,Little Larkspur
Vascular Plant,Clematis occidentalis var. grosseserrata,Least Concern,Western Blue Virginsbower
Vascular Plant,Clematis ligusticifolia,Least Concern,"Western White Clematis, Virgins Bower, Virgin's-Bower, Hierba De Chivo, Virginsbower, Old-Man's-Beard"
Vascular Plant,Ranunculus alismifolius var. davisii,Least Concern,Davis' Buttercup
Vascular Plant,Clematis hirsutissima var. hirsutissima,Least Concern,Hairy Clematis
Vascular Plant,Aquilegia flavescens,Least Concern,Yellow Columbine
Vascular Plant,Aquilegia coerulea,Least Concern,Colorado Blue Columbine
Vascular Plant,Anemone tetonensis,Least Concern,Teton Anemone
Vascular Plant,Anemone patens var. multifida,Least Concern,Cutleaf Anemone
Vascular Plant,Anemone parviflora,Least Concern,Smallflowered Anemone
Vascular Plant,Actaea rubra,Least Concern,"Western Baneberry, Red Baneberry"
Vascular Plant,Aconitum columbianum ssp. columbianum,Least Concern,Columbian Monkshood
Vascular Plant,Dicentra uniflora,Least Concern,"Longhorn Steer's-Head, Steershead"
Vascular Plant,Caltha leptosepala,Least Concern,"Slendersepal Marshmarigold, White Marshmarigold, White Marsh Marigold, White Marsh-Marigold, Elkslip Marshmarigold"
Vascular Plant,Ranunculus alismifolius var. hartwegii,Least Concern,Plantainleaf Buttercup
Vascular Plant,Ranunculus cymbalaria var. cymbalaria,Least Concern,Alkali Buttercup
Vascular Plant,Ranunculus eschscholtzii var. eschscholtzii,Least Concern,"Spruce-Fir Buttercup, Eschscholtz's Buttercup"
Vascular Plant,Thalictrum venulosum,Least Concern,"Veiny Meadow-Rue, Veiny Meadowrue, Veiny-Leaf Meadow-Rue"
Vascular Plant,Thalictrum sparsiflorum var. saximontanum,Least Concern,"Fewflower Meadow-Rue, Fewflower Meadowrue"
Vascular Plant,Thalictrum occidentale,Least Concern,"Western Meadowrue, Western Meadow-Rue"
Vascular Plant,Thalictrum alpinum,Least Concern,"Alpine Meadow-Rue, Alpine Meadowrue"
Vascular Plant,Ranunculus uncinatus,Least Concern,"Woodland Buttercup, Hooked Buttercup"
Vascular Plant,Ranunculus testiculatus,Least Concern,"Testiculate Buttercup, Curveseed Butterwort, Bur Buttercup, Little Bur"
Vascular Plant,Ranunculus sceleratus var. multifidus,Least Concern,"Blister Buttercup, Cursed Buttercup"
Vascular Plant,Ranunculus macounii,Least Concern,Macoun's Buttercup
Vascular Plant,Ranunculus jovis,Least Concern,Utah Buttercup
Vascular Plant,Ranunculus inamoenus var. inamoenus,Least Concern,Graceful Buttercup
Vascular Plant,Ranunculus hyperboreus,Least Concern,"High Northern Buttercup, Arctic Buttercup"
Vascular Plant,Ranunculus gmelinii,Least Concern,"Small Yellow Water Buttercup, Lesser Yellow Water Buttercup, Gmelin's Buttercup"
Vascular Plant,Ranunculus glaberrimus var. ellipticus,Least Concern,"Elliptical Buttercup, Sagebrush Buttercup"
Vascular Plant,Ranunculus flammula var. reptans,Least Concern,Greater Creeping Spearwort
Vascular Plant,Ranunculus eschscholtzii var. trisectus,Least Concern,Threesection Buttercup
Vascular Plant,Ranunculus eschscholtzii var. eximius,Least Concern,Tundra Buttercup
Vascular Plant,Corydalis aurea var. aurea,Least Concern,Golden Corydalis
Vascular Plant,Agrostis idahoensis,Least Concern,"Idaho Bentgrass, Idaho Redtop"
Vascular Plant,Corydalis aurea,Least Concern,"Golden Corydalis, Scrambled Eggs"
Vascular Plant,Woodsia scopulina,Least Concern,"Rocky Mountain Woodsia, Rocky Mountain Cliff Fern"
Vascular Plant,Sporobolus cryptandrus,Least Concern,Sand Dropseed
Vascular Plant,Sporobolus airoides,Least Concern,"Alkali-Sacaton, Alkali Sacaton"
Vascular Plant,Spartina gracilis,Least Concern,Alkali Cordgrass
Vascular Plant,Scolochloa festucacea,Least Concern,"Rivergrass, Common Rivergrass"
Vascular Plant,Schizachne purpurascens,Least Concern,"False Melic, False Melic Grass"
Vascular Plant,Schedonnardus paniculatus,Least Concern,"Tumble Grass, Tumblegrass, Tumbleggrass"
Vascular Plant,Torreyochloa pallida var. pauciflora,Least Concern,Pale False Mannagrass
Vascular Plant,Puccinellia nuttalliana,Least Concern,"Nuttall Alkaligrass, Nuttall's Alkaligrass"
Vascular Plant,Polypogon monspeliensis,Least Concern,"Annual Rabbitsfoot Grass, Rabbit'sfootgrass, Annual Rabbit's-Foot Grass, Rabbitfoot Grass, Rabbitfootgrass, Rabbitfoot Beardgrass, Rabbitfoot Polypogon"
Vascular Plant,Poa wheeleri,Least Concern,Wheeler's Bluegrass
Vascular Plant,Poa reflexa,Least Concern,Nodding Bluegrass
Vascular Plant,Poa leptocoma,Least Concern,"Bog Bluegrass, Marsh, Marsh Bluegrass"
Vascular Plant,Poa interior,Least Concern,Inland Bluegrass
Vascular Plant,Puccinellia distans,Least Concern,"Weeping Alkaligrass, Spreading Alkali Grass, European Alkaligrass"
Vascular Plant,Trisetum canescens,Least Concern,Tall Trisetum
Vascular Plant,Trisetum spicatum,Least Concern,Spike Trisetum
Vascular Plant,Trisetum wolfii,Least Concern,"Wolf Trisetum, Wolf's Trisetum"
Vascular Plant,Woodsia oregana,Least Concern,"Oregon Woodsia, Western Cliff Fern, Oregon Cliff Fern"
Vascular Plant,Cystopteris fragilis,Least Concern,"Fragile Fern, Brittle Bladder Fern, Brittle Bladderfern"
Vascular Plant,Athyrium filix-femina,Least Concern,"Subarctic Ladyfern, Common Ladyfern, Ladyfern"
Vascular Plant,Pellaea breweri,Least Concern,Brewer's Cliffbrake
Vascular Plant,Cryptogramma stelleri,Least Concern,"Fragile Rockbrake, Slender Cliffbrake"
Vascular Plant,Cryptogramma acrostichoides,Least Concern,American Rockbrake
Vascular Plant,Cheilanthes feei,Least Concern,"Fee's Lipfern, Slender Lip Fern, Slender Lipfern"
Vascular Plant,Adiantum aleuticum,Least Concern,"Five-Finger Fern, Aleutian Maidenhair, Aleutian Maidenhair-Fern"
Vascular Plant,Polystichum scopulinum,Least Concern,"Eaton's Hollyfern, Mountain Hollyfern"
Vascular Plant,Polystichum lonchitis,Least Concern,"Hollyfern, Northern Hollyfern"
Vascular Plant,Dryopteris expansa,Least Concern,Spreading Woodfern
Vascular Plant,Pteridium aquilinum var. pubescens,Least Concern,"Western Brackenfern, Eagle Fern, Hairy Brackenfern, Western Bracken"
Vascular Plant,Sparganium natans,Least Concern,Small Bur-Reed
Vascular Plant,Sparganium emersum,Least Concern,European Bur-Reed
Vascular Plant,Sparganium angustifolium,Least Concern,"Narrowleaf Burreed, Narrowleaf Bur-Reed, Narrowleaf Burr Reed"
Vascular Plant,Sparganium,Least Concern,"Burreed, Bur-Reed"
Vascular Plant,Mahonia repens,Least Concern,"Oregon Grape, Creeping Mahonia, Trunkee Barberry, Creeping Barberry"
Vascular Plant,Populus angustifolia,Least Concern,Narrowleaf Cottonwood
Vascular Plant,Agrostis humilis,Least Concern,"Alpine Bentgrass, Mountain Bent Grass"
Vascular Plant,Achnatherum X bloomeri,Least Concern,"Achnatherum, Bloomer Ricegrass, Bloomer's Ricegrass"
Vascular Plant,Juniperus scopulorum,Least Concern,Rocky Mountain Juniper
Vascular Plant,Juniperus communis var. depressa,Least Concern,Common Juniper
Vascular Plant,Ophioglossum pusillum,Least Concern,"Northern Adder's-Tongue, Northern Adderstongue"
Vascular Plant,Botrychium multifidum,Least Concern,"Leathery Grape-Fern, Leathery Grapefern, Broadleaf Grapefern, Leather Grapefern"
Vascular Plant,Abies bifolia,Least Concern,Rocky Mountain Alpine Fir
Vascular Plant,Botrychium lanceolatum,Least Concern,"Lance-Leaf Moonwort, Triangle Moonwort, Lanceleaf Grapefern"
Vascular Plant,Gayophytum ramosissimum,Least Concern,"Pinyon Groundsmoke, Muchbranched Groundsmoke"
Vascular Plant,Gayophytum racemosum,Least Concern,"Blackfoot Groundsmoke, Black-Foot Groundsmoke"
Vascular Plant,Gayophytum humile,Least Concern,"Low Groundsmoke, Dwarf Groundsmoke"
Vascular Plant,Gayophytum diffusum ssp. parviflorum,Least Concern,Spreading Groundsmoke
Vascular Plant,Gayophytum diffusum ssp. diffusum,Least Concern,Spreading Groundsmoke
Vascular Plant,Gaura parviflora,Least Concern,"Smallflowered Gaura, Velvetweed, Willow Gaura, Velvety Gaura"
Vascular Plant,Epilobium suffruticosum,Least Concern,Shrubby Willowherb
Vascular Plant,Epilobium saximontanum,Least Concern,"Rocky Mountain Willowweed, Rocky Mountain Willowherb"
Vascular Plant,Nuphar polysepala,Least Concern,Rocky Mountain Pond-Lily
Vascular Plant,Epilobium lactiflorum,Least Concern,"Broadleaf Willowweed, Milkflower Willowherb, White-Flower Willowherb"
Vascular Plant,Picea glauca,Least Concern,"Skunk Spruce, Canadian Spruce, Cat Spruce, Western White Spruce, White Spruce, Black Hills Spruce"
Vascular Plant,Pinus flexilis,Least Concern,"Rocky Mountain White Pine, Limber Pine"
Vascular Plant,Carex douglasii,Least Concern,"Douglas' Sedge, Douglas Sedge"
Vascular Plant,Carex disperma,Least Concern,"Soft-Leaf Sedge, Softleaf Sedge, Softleaved Sedge"
Vascular Plant,Carex diandra,Least Concern,"Lesser Tussock Sedge, Lesser Panicled Sedge"
Vascular Plant,Carex cusickii,Least Concern,Cusick's Sedge
Vascular Plant,Carex concinna,Least Concern,Low Northern Sedge
Vascular Plant,Carex capitata,Least Concern,"Arctic Sedge, Capitate Sedge"
Vascular Plant,Carex capillaris,Least Concern,"Hair-Like Sedge, Hairlike Sedge, Hair Sedge"
Vascular Plant,Carex canescens,Least Concern,"Silvery Sedge, Silver Sedge"
Vascular Plant,Pinus contorta var. latifolia,Least Concern,"Tall Lodgepole Pine, Lodgepole Pine, Rocky Mountain Lodgepole Pine"
Vascular Plant,Carex buxbaumii,Least Concern,"Brown Bog Sedge, Buxbaum Sedge, Buxbaum's Sedge"
Vascular Plant,Carex bebbii,Least Concern,"Bebb Sedge, Bebb's Sedge"
Vascular Plant,Carex backii,Least Concern,"Back's Sedge, Rocky Mountain Sedge"
Vascular Plant,Carex aurea,Least Concern,"Golden Sedge, Golden-Fruit Sedge"
Vascular Plant,Carex athrostachya,Least Concern,"Slenderbeak Sedge, Slender-Beak Sedge"
Vascular Plant,Carex atherodes,Least Concern,"Wheat Sedge, Awned Sedge, Slough Sedge"
Vascular Plant,Carex aquatilis,Least Concern,Water Sedge
Vascular Plant,Carex albonigra,Least Concern,"Blackandwhite Sedge, Black-And-White Sedge"
Vascular Plant,Pseudotsuga menziesii var. glauca,Least Concern,"Colorado Douglas-Fir, Inland Douglas-Fir, Blue Douglas-Fir, Douglas-Fir, Rocky Mountain Douglas-Fir"
Vascular Plant,Carex brunnescens,Least Concern,Brownish Sedge
Vascular Plant,Epilobium hornemannii ssp. hornemannii,Least Concern,Hornemann's Willowherb
Vascular Plant,Epilobium halleanum,Least Concern,"Hall's Willowweed, Glandular Willowherb"
Vascular Plant,Epilobium clavatum,Least Concern,"Clubfruit Willowherb, Clavatefruit Willowweed, Talus Willowherb"
